,Unique_ID,Similarity_Score),,,,
822,822,[[0.31648117]],,,,
823,823,[[0.14257659]],,,,
824,824,[[0.23353224]],,,,
825,825,[[0.13791928]],,,,
826,826,[[0.30856693]],,,,
827,827,[[0.25706145]],,,,
828,828,[[0.24581751]],,,,
829,829,[[0.21430701]],,,,
830,830,[[0.21754423]],,,,
831,831,[[0.12857437]],,,,
832,832,[[0.19317302]],,,,
833,833,[[0.27660248]],,,,
834,834,[[0.39535975]],,,,
835,835,[[0.20334163]],,,,
836,836,[[0.35492575]],,,,
837,837,[[0.2396864]],,,,
838,838,[[0.21086028]],,,,
839,839,[[0.21474797]],,,,
840,840,[[0.29940882]],,,,
841,841,[[0.38427332]],,,,
842,842,[[0.30365413]],,,,
843,843,[[0.26266867]],,,,
844,844,[[0.48978344]],,,,
845,845,[[0.35420024]],,,,
846,846,[[0.19731048]],,,,
847,847,[[0.30093056]],,,,
848,848,[[0.4987011]],,,,
849,849,[[0.14985922]],,,,
850,850,[[0.44841462]],,,,
851,851,[[0.3819881]],,,,
852,852,[[0.32100493]],,,,
853,853,[[0.26456332]],,,,
854,854,[[0.08051088]],,,,
855,855,[[0.1414676]],,,,
856,856,[[0.1925018]],,,,
857,857,[[0.2692628]],,,,
858,858,[[0.09144286]],,,,
859,859,[[0.40894485]],,,,
860,860,[[0.12041172]],,,,
861,861,[[0.26695722]],,,,
862,862,[[0.17862907]],,,,
863,863,[[0.44036263]],,,,
864,864,[[0.10309086]],,,,
865,865,[[0.33479658]],,,,
866,866,[[0.33010125]],,,,
867,867,[[0.4503472]],,,,
868,868,[[0.17806835]],,,,
869,869,[[0.43160665]],,,,
870,870,[[0.36434156]],,,,
871,871,[[0.07947731]],,,,
872,872,[[0.21148169]],,,,
873,873,[[0.38606834]],,,,
874,874,[[0.4352488]],,,,
875,875,[[0.19258387]],,,,
876,876,[[0.2651532]],,,,
877,877,[[0.00329749]],,,,
878,878,[[0.12772726]],,,,
879,879,[[0.45899105]],,,,
880,880,[[0.41467053]],,,,
881,881,[[0.15830162]],,,,
882,882,[[0.25941437]],,,,
883,883,[[0.19041802]],,,,
884,884,[[0.2257588]],,,,
885,885,[[0.42554995]],,,,
886,886,[[0.46465987]],,,,
887,887,[[0.1937303]],,,,
888,888,[[0.22436774]],,,,
889,889,[[0.22447202]],,,,
890,890,[[0.31605172]],,,,
891,891,[[0.11013639]],,,,
892,892,[[0.2278149]],,,,
893,893,[[0.21074575]],,,,
894,894,[[0.28066915]],,,,
895,895,[[0.43504283]],,,,
896,896,[[0.03094061]],,,,
897,897,[[0.13469188]],,,,
898,898,[[0.14261398]],,,,
899,899,[[0.0330754]],,,,
900,900,[[0.2680387]],,,,
901,901,[[0.34821147]],,,,
902,902,[[0.05243872]],,,,
903,903,[[0.1841677]],,,,
904,904,[[0.05517971]],,,,
905,905,[[0.10381067]],,,,
906,906,[[0.33182895]],,,,
907,907,[[0.17957452]],,,,
908,908,[[0.20664288]],,,,
909,909,[[0.30159676]],,,,
910,910,[[0.21979013]],,,,
911,911,[[0.3291401]],,,,
912,912,[[0.14504749]],,,,
913,913,[[0.13144426]],,,,
914,914,[[0.4194584]],,,,
915,915,[[0.5743725]],,,,
916,916,[[0.23416112]],,,,
917,917,[[0.4509422]],,,,
918,918,[[0.13361293]],,,,
919,919,[[0.26068062]],,,,
920,920,[[0.62103903]],,,,
921,921,[[0.25683862]],,,,
922,922,[[0.11293237]],,,,
923,923,[[0.47555175]],,,,
924,924,[[0.20913428]],,,,
925,925,[[0.16137229]],,,,
926,926,[[0.24258488]],,,,
927,927,[[0.36670294]],,,,
928,928,[[0.18509687]],,,,
929,929,[[0.3674658]],,,,
930,930,[[0.33934674]],,,,
931,931,[[0.3250773]],,,,
932,932,[[0.18931943]],,,,
933,933,[[0.19243088]],,,,
934,934,[[0.29187763]],,,,
935,935,[[0.17769554]],,,,
936,936,[[0.27647334]],,,,
937,937,[[0.32373363]],,,,
938,938,[[0.40989286]],,,,
939,939,[[0.23433559]],,,,
940,940,[[0.28587967]],,,,
941,941,[[0.2981618]],,,,
942,942,[[0.34270906]],,,,
943,943,[[0.4334091]],,,,
944,944,[[0.24954322]],,,,
945,945,[[0.21196908]],,,,
946,946,[[0.28764093]],,,,
947,947,[[0.14354517]],,,,
948,948,[[0.38587698]],,,,
949,949,[[0.23007603]],,,,
950,950,[[0.33360067]],,,,
951,951,[[0.13506593]],,,,
952,952,[[0.27397436]],,,,
953,953,[[0.3835191]],,,,
954,954,[[0.26332343]],,,,
955,955,[[0.3076663]],,,,
956,956,[[0.19975954]],,,,
957,957,[[0.49322492]],,,,
958,958,[[0.20186251]],,,,
959,959,[[0.24897401]],,,,
960,960,[[0.21478188]],,,,
961,961,[[0.15259483]],,,,
962,962,[[0.2893066]],,,,
963,963,[[0.21245953]],,,,
964,964,[[0.21083999]],,,,
965,965,[[0.10654354]],,,,
966,966,[[0.15704665]],,,,
967,967,[[0.23672187]],,,,
968,968,[[0.08183191]],,,,
969,969,[[0.30349404]],,,,
970,970,[[0.26357076]],,,,
971,971,[[0.50055784]],,,,
972,972,[[0.14435641]],,,,
973,973,[[0.35628864]],,,,
974,974,[[0.3587097]],,,,
975,975,[[0.23215325]],,,,
976,976,[[0.3374149]],,,,
977,977,[[0.2811641]],,,,
978,978,[[0.14199272]],,,,
979,979,[[0.3692794]],,,,
980,980,[[0.28663212]],,,,
981,981,[[0.33203146]],,,,
982,982,[[0.27159292]],,,,
983,983,[[0.15740228]],,,,
984,984,[[0.21818125]],,,,
985,985,[[0.27757975]],,,,
986,986,[[0.43467292]],,,,
987,987,[[0.3264293]],,,,
988,988,[[0.24537286]],,,,
989,989,[[0.2932207]],,,,
990,990,[[0.03001148]],,,,
991,991,[[0.41300625]],,,,
992,992,[[0.38755667]],,,,
993,993,[[0.45588475]],,,,
994,994,[[0.220364]],,,,
995,995,[[0.14029229]],,,,
996,996,[[0.24404714]],,,,
997,997,[[0.46441507]],,,,
998,998,[[0.14515975]],,,,
999,999,[[0.31740755]],,,,
1000,1000,[[0.33675945]],,,,
1001,1001,[[0.1839634]],,,,
1002,1002,[[0.3552998]],,,,
1003,1003,[[0.21695638]],,,,
1004,1004,[[0.37293655]],,,,
1005,1005,[[0.2267229]],,,,
1006,1006,[[0.34325638]],,,,
1007,1007,[[0.34851098]],,,,
1008,1008,[[0.33182383]],,,,
1009,1009,[[0.5204529]],,,,
1010,1010,[[0.26994443]],,,,
1011,1011,[[0.24320194]],,,,
1012,1012,[[0.14080541]],,,,
1013,1013,[[0.39045525]],,,,
1014,1014,[[0.5132443]],,,,
1015,1015,[[0.36996865]],,,,
1016,1016,[[0.08511339]],,,,
1017,1017,[[0.10420373]],,,,
1018,1018,[[0.1836822]],,,,
1019,1019,[[0.34339404]],,,,
1020,1020,[[0.2100813]],,,,
1021,1021,[[0.35424304]],,,,
1022,1022,[[0.39262962]],,,,
1023,1023,[[0.22115478]],,,,
1024,1024,[[0.26585746]],,,,
1025,1025,[[0.15112467]],,,,
1026,1026,[[0.4922258]],,,,
1027,1027,[[0.2771278]],,,,
1028,1028,[[0.19385198]],,,,
1029,1029,[[0.33871806]],,,,
1030,1030,[[0.22912878]],,,,
1031,1031,[[0.27035385]],,,,
1032,1032,[[0.20881599]],,,,
1033,1033,[[0.18771423]],,,,
1034,1034,[[0.2968747]],,,,
1035,1035,[[0.15480788]],,,,
1036,1036,[[0.2003695]],,,,
1037,1037,[[0.52505195]],,,,
1038,1038,[[0.22913525]],,,,
1039,1039,[[0.30873144]],,,,
1040,1040,[[0.34822944]],,,,
1041,1041,[[0.17603435]],,,,
1042,1042,[[0.34157094]],,,,
1043,1043,[[0.17451927]],,,,
1044,1044,[[0.23353842]],,,,
1045,1045,[[0.31773946]],,,,
1046,1046,[[0.40806538]],,,,
1047,1047,[[0.4449153]],,,,
1048,1048,[[0.27523863]],,,,
1049,1049,[[0.16482693]],,,,
1050,1050,[[0.16736919]],,,,
1051,1051,[[0.21865256]],,,,
1052,1052,[[0.31302842]],,,,
1053,1053,[[0.3844487]],,,,
1054,1054,[[0.2727393]],,,,
1055,1055,[[0.5112662]],,,,
1056,1056,[[0.31685728]],,,,
1057,1057,[[0.3947746]],,,,
1058,1058,[[0.26547056]],,,,
1059,1059,[[0.279466]],,,,
1060,1060,[[0.12357248]],,,,
1061,1061,[[0.47839257]],,,,
1062,1062,[[0.21842426]],,,,
1063,1063,[[0.25215274]],,,,
1064,1064,[[0.32446396]],,,,
1065,1065,[[0.09588531]],,,,
1066,1066,[[0.12756445]],,,,
1067,1067,[[0.24516973]],,,,
1068,1068,[[0.39877346]],,,,
1069,1069,[[0.61861795]],,,,
1070,1070,[[0.24224149]],,,,
1071,1071,[[0.2208915]],,,,
1072,1072,[[0.2745003]],,,,
1073,1073,[[0.23354302]],,,,
1074,1074,[[0.28445297]],,,,
1075,1075,[[0.41035295]],,,,
1076,1076,[[0.26910645]],,,,
1077,1077,[[0.28839082]],,,,
1078,1078,[[0.38647816]],,,,
1079,1079,[[0.32747692]],,,,
1080,1080,[[0.14788447]],,,,
1081,1081,[[0.20754285]],,,,
1082,1082,[[0.24206564]],,,,
1083,1083,[[0.13292018]],,,,
1084,1084,[[0.33022293]],,,,
1085,1085,[[0.4395336]],,,,
1086,1086,[[0.36300808]],,,,
1087,1087,[[0.0883485]],,,,
1088,1088,[[0.24479495]],,,,
1089,1089,[[0.19546683]],,,,
1090,1090,[[0.31985137]],,,,
1091,1091,[[0.21744373]],,,,
1092,1092,[[0.22145724]],,,,
1093,1093,[[0.30830827]],,,,
1094,1094,[[0.32783252]],,,,
1095,1095,[[0.27343422]],,,,
1096,1096,[[0.3129194]],,,,
1097,1097,[[0.16366169]],,,,
1098,1098,[[0.21392012]],,,,
1099,1099,[[0.19874495]],,,,
1100,1100,[[0.4413827]],,,,
1101,1101,[[0.45123997]],,,,
1102,1102,[[0.07759281]],,,,
1103,1103,[[0.15670745]],,,,
1104,1104,[[0.15496151]],,,,
1105,1105,[[0.31777105]],,,,
1106,1106,[[0.1952979]],,,,
1107,1107,[[0.34482133]],,,,
1108,1108,[[0.31668755]],,,,
1109,1109,[[0.41062927]],,,,
1110,1110,[[0.1741581]],,,,
1111,1111,[[0.2543707]],,,,
1112,1112,[[0.4360618]],,,,
1113,1113,[[0.375581]],,,,
1114,1114,[[0.5939606]],,,,
1115,1115,[[0.34449166]],,,,
1116,1116,[[0.35835794]],,,,
1117,1117,[[0.4677499]],,,,
1118,1118,[[0.57836866]],,,,
1119,1119,[[0.24176359]],,,,
1120,1120,[[0.08323468]],,,,
1121,1121,[[0.3280696]],,,,
1122,1122,[[0.24693388]],,,,
1123,1123,[[0.35915256]],,,,
1124,1124,[[0.36074013]],,,,
1125,1125,[[0.3601426]],,,,
1126,1126,[[0.16867429]],,,,
1127,1127,[[0.1451818]],,,,
1128,1128,[[0.27780902]],,,,
1129,1129,[[0.31905994]],,,,
1130,1130,[[0.3397298]],,,,
1131,1131,[[0.28130904]],,,,
1132,1132,[[0.486126]],,,,
1133,1133,[[0.30119884]],,,,
1134,1134,[[0.22637519]],,,,
1135,1135,[[0.11559141]],,,,
1136,1136,[[0.35456258]],,,,
1137,1137,[[0.21151865]],,,,
1138,1138,[[0.16958955]],,,,
1139,1139,[[0.10793935]],,,,
1140,1140,[[0.2796678]],,,,
1141,1141,[[0.15668279]],,,,
1142,1142,[[0.205849]],,,,
1143,1143,[[0.31721807]],,,,
1144,1144,[[0.22857326]],,,,
1145,1145,[[0.27509922]],,,,
1146,1146,[[0.2907709]],,,,
1147,1147,[[0.30975336]],,,,
1148,1148,[[0.19705126]],,,,
1149,1149,[[0.30272084]],,,,
1150,1150,[[0.38281947]],,,,
1151,1151,[[0.27064434]],,,,
1152,1152,[[0.06004691]],,,,
1153,1153,[[0.27639222]],,,,
1154,1154,[[0.35116148]],,,,
1155,1155,[[0.25212854]],,,,
1156,1156,[[0.2678586]],,,,
1157,1157,[[0.41792107]],,,,
1158,1158,[[0.24467382]],,,,
1159,1159,[[0.16617785]],,,,
1160,1160,[[0.22578382]],,,,
1161,1161,[[0.2724052]],,,,
1162,1162,[[0.42244673]],,,,
1163,1163,[[0.34241325]],,,,
1164,1164,[[0.37057537]],,,,
1165,1165,[[0.24423502]],,,,
1166,1166,[[0.1735801]],,,,
1167,1167,[[0.1271397]],,,,
1168,1168,[[0.275872]],,,,
1169,1169,[[0.13650602]],,,,
1170,1170,[[0.16101249]],,,,
1171,1171,[[0.19328241]],,,,
1172,1172,[[-0.02519506]],,,,
1173,1173,[[0.19574255]],,,,
1174,1174,[[0.18208466]],,,,
1175,1175,[[0.23156562]],,,,
1176,1176,[[0.2625524]],,,,
1177,1177,[[0.2964358]],,,,
1178,1178,[[0.36679846]],,,,
1179,1179,[[0.6149307]],,,,
1180,1180,[[0.14745024]],,,,
1181,1181,[[0.26088053]],,,,
1182,1182,[[0.10050656]],,,,
1183,1183,[[0.32294184]],,,,
1184,1184,[[0.2300598]],,,,
1185,1185,[[0.16554734]],,,,
1186,1186,[[0.33967796]],,,,
1187,1187,[[0.37642998]],,,,
1188,1188,[[0.15598716]],,,,
1189,1189,[[0.17872743]],,,,
1190,1190,[[0.20278706]],,,,
1191,1191,[[0.25621277]],,,,
1192,1192,[[0.1830596]],,,,
1193,1193,[[0.2287027]],,,,
1194,1194,[[0.2976309]],,,,
1195,1195,[[0.2401212]],,,,
1196,1196,[[0.18509433]],,,,
1197,1197,[[0.20669407]],,,,
1198,1198,[[0.12351142]],,,,
1199,1199,[[0.15893987]],,,,
1200,1200,[[0.17089117]],,,,
1201,1201,[[0.2071904]],,,,
1202,1202,[[0.25916687]],,,,
1203,1203,[[0.23821363]],,,,
1204,1204,[[0.20497054]],,,,
1205,1205,[[0.2521061]],,,,
1206,1206,[[0.2520846]],,,,
1207,1207,[[0.32865602]],,,,
1208,1208,[[0.23456435]],,,,
1209,1209,[[0.18808064]],,,,
1210,1210,[[0.28599975]],,,,
1211,1211,[[0.25916308]],,,,
1212,1212,[[0.31187588]],,,,
1213,1213,[[0.16831261]],,,,
1214,1214,[[0.14683704]],,,,
1215,1215,[[0.26701915]],,,,
1216,1216,[[0.13486826]],,,,
1217,1217,[[0.26501146]],,,,
1218,1218,[[0.18679824]],,,,
1219,1219,[[0.25913668]],,,,
1220,1220,[[0.18467803]],,,,
1221,1221,[[0.28570992]],,,,
1222,1222,[[0.2021164]],,,,
1223,1223,[[0.2198706]],,,,
1224,1224,[[0.24309452]],,,,
1225,1225,[[0.24610563]],,,,
1226,1226,[[0.14144942]],,,,
1227,1227,[[0.24934807]],,,,
1228,1228,[[0.21790119]],,,,
1229,1229,[[0.38693294]],,,,
1230,1230,[[0.2484976]],,,,
1231,1231,[[0.303101]],,,,
1232,1232,[[0.1867333]],,,,
1233,1233,[[0.20959209]],,,,
1234,1234,[[0.30389574]],,,,
1235,1235,[[0.29021394]],,,,
1236,1236,[[0.3108637]],,,,
1237,1237,[[0.2364714]],,,,
1238,1238,[[0.22836089]],,,,
1239,1239,[[0.35842103]],,,,
1240,1240,[[0.18274835]],,,,
1241,1241,[[0.34381652]],,,,
1242,1242,[[0.4632514]],,,,
1243,1243,[[0.20972943]],,,,
1244,1244,[[0.3542337]],,,,
1245,1245,[[0.21695504]],,,,
1246,1246,[[0.2692896]],,,,
1247,1247,[[0.3335794]],,,,
1248,1248,[[0.18336743]],,,,
1249,1249,[[0.48568362]],,,,
1250,1250,[[0.27235276]],,,,
1251,1251,[[0.25767937]],,,,
1252,1252,[[0.6532878]],,,,
1253,1253,[[0.32584774]],,,,
1254,1254,[[0.2130087]],,,,
1255,1255,[[0.2809664]],,,,
1256,1256,[[0.27998486]],,,,
1257,1257,[[0.4219674]],,,,
1258,1258,[[0.2735516]],,,,
1259,1259,[[0.17883661]],,,,
1260,1260,[[0.17620295]],,,,
1261,1261,[[0.14518426]],,,,
1262,1262,[[0.48824722]],,,,
1263,1263,[[0.2823928]],,,,
1264,1264,[[0.23807392]],,,,
1265,1265,[[0.18440662]],,,,
1266,1266,[[0.06515272]],,,,
1267,1267,[[0.27021134]],,,,
1268,1268,[[0.1629404]],,,,
1269,1269,[[0.507017]],,,,
1270,1270,[[0.28154293]],,,,
1271,1271,[[0.34125537]],,,,
1272,1272,[[0.4364855]],,,,
1273,1273,[[0.32454616]],,,,
1274,1274,[[0.05686511]],,,,
1275,1275,[[0.27811855]],,,,
1276,1276,[[0.2615069]],,,,
1277,1277,[[0.30157495]],,,,
1278,1278,[[0.14415666]],,,,
1279,1279,[[0.19410494]],,,,
1280,1280,[[0.06198282]],,,,
1281,1281,[[0.12342703]],,,,
1282,1282,[[0.17464879]],,,,
1283,1283,[[0.4105717]],,,,
1284,1284,[[0.41037583]],,,,
1285,1285,[[0.15655208]],,,,
1286,1286,[[0.14022279]],,,,
1287,1287,[[0.32496378]],,,,
1288,1288,[[0.31945682]],,,,
1289,1289,[[0.26793274]],,,,
1290,1290,[[0.42863715]],,,,
1291,1291,[[0.10418618]],,,,
1292,1292,[[0.16898625]],,,,
1293,1293,[[0.39614886]],,,,
1294,1294,[[0.11518563]],,,,
1295,1295,[[0.28761885]],,,,
1296,1296,[[0.44139868]],,,,
1297,1297,[[0.42771903]],,,,
1298,1298,[[0.14564782]],,,,
1299,1299,[[0.32732305]],,,,
1300,1300,[[0.40632957]],,,,
1301,1301,[[0.09995329]],,,,
1302,1302,[[0.44818723]],,,,
1303,1303,[[0.21325785]],,,,
1304,1304,[[0.11732298]],,,,
1305,1305,[[0.29838806]],,,,
1306,1306,[[0.10339407]],,,,
1307,1307,[[0.42081043]],,,,
1308,1308,[[0.44734192]],,,,
1309,1309,[[0.10895901]],,,,
1310,1310,[[0.20098354]],,,,
1311,1311,[[0.17957363]],,,,
1312,1312,[[0.2995347]],,,,
1313,1313,[[0.390801]],,,,
1314,1314,[[0.33993402]],,,,
1315,1315,[[0.44664893]],,,,
1316,1316,[[0.2543314]],,,,
1317,1317,[[0.21778236]],,,,
1318,1318,[[0.16380616]],,,,
1319,1319,[[0.27795523]],,,,
1320,1320,[[0.21276204]],,,,
1321,1321,[[0.27071458]],,,,
1322,1322,[[0.26288766]],,,,
1323,1323,[[0.19725452]],,,,
1324,1324,[[0.16557413]],,,,
1325,1325,[[0.23646654]],,,,
1326,1326,[[0.08291933]],,,,
1327,1327,[[0.46053234]],,,,
1328,1328,[[0.13488401]],,,,
1329,1329,[[0.37698382]],,,,
1330,1330,[[0.419442]],,,,
1331,1331,[[0.21054646]],,,,
1332,1332,[[0.14003894]],,,,
1333,1333,[[0.12159036]],,,,
1334,1334,[[0.24742062]],,,,
1335,1335,[[0.22759286]],,,,
1336,1336,[[0.24939702]],,,,
1337,1337,[[0.31781784]],,,,
1338,1338,[[0.34690684]],,,,
1339,1339,[[0.27573037]],,,,
1340,1340,[[0.3390684]],,,,
1341,1341,[[0.3645143]],,,,
1342,1342,[[0.16503021]],,,,
1343,1343,[[0.07233568]],,,,
1344,1344,[[0.15673526]],,,,
1345,1345,[[0.268572]],,,,
1346,1346,[[0.28430927]],,,,
1347,1347,[[0.37549818]],,,,
1348,1348,[[0.12737453]],,,,
1349,1349,[[0.20327002]],,,,
1350,1350,[[0.25458252]],,,,
1351,1351,[[0.20701979]],,,,
1352,1352,[[0.2886625]],,,,
1353,1353,[[0.16871023]],,,,
1354,1354,[[0.23971781]],,,,
1355,1355,[[0.14221506]],,,,
1356,1356,[[0.3703232]],,,,
1357,1357,[[0.2004154]],,,,
1358,1358,[[0.22833686]],,,,
1359,1359,[[0.233574]],,,,
1360,1360,[[0.3462187]],,,,
1361,1361,[[0.4158436]],,,,
1362,1362,[[0.41455686]],,,,
1363,1363,[[0.0544504]],,,,
1364,1364,[[0.20006071]],,,,
1365,1365,[[0.22911057]],,,,
1366,1366,[[0.21802104]],,,,
1367,1367,[[0.17139593]],,,,
1368,1368,[[0.16716562]],,,,
1369,1369,[[0.27840084]],,,,
1370,1370,[[0.27432472]],,,,
1371,1371,[[0.28946316]],,,,
1372,1372,[[0.07862478]],,,,
1373,1373,[[0.23931575]],,,,
1374,1374,[[0.21467829]],,,,
1375,1375,[[0.25963104]],,,,
1376,1376,[[0.16674706]],,,,
1377,1377,[[0.43514532]],,,,
1378,1378,[[0.30695456]],,,,
1379,1379,[[0.315772]],,,,
1380,1380,[[0.40116417]],,,,
1381,1381,[[0.25077134]],,,,
1382,1382,[[0.28094774]],,,,
1383,1383,[[-0.01556735]],,,,
1384,1384,[[0.20676416]],,,,
1385,1385,[[0.39131105]],,,,
1386,1386,[[0.41527689]],,,,
1387,1387,[[0.06378468]],,,,
1388,1388,[[0.16219634]],,,,
1389,1389,[[0.12466441]],,,,
1390,1390,[[0.2514292]],,,,
1391,1391,[[0.2457959]],,,,
1392,1392,[[0.41927686]],,,,
1393,1393,[[0.32796338]],,,,
1394,1394,[[0.382321]],,,,
1395,1395,[[0.24461728]],,,,
1396,1396,[[0.19465907]],,,,
1397,1397,[[0.36426336]],,,,
1398,1398,[[0.22956356]],,,,
1399,1399,[[0.23716626]],,,,
1400,1400,[[0.2311369]],,,,
1401,1401,[[0.22003755]],,,,
1402,1402,[[0.31214893]],,,,
1403,1403,[[0.39760426]],,,,
1404,1404,[[0.08430021]],,,,
1405,1405,[[0.33472425]],,,,
1406,1406,[[0.35754412]],,,,
1407,1407,[[0.22196311]],,,,
1408,1408,[[0.11782159]],,,,
1409,1409,[[0.3740193]],,,,
1410,1410,[[0.3077919]],,,,
1411,1411,[[0.43119216]],,,,
1412,1412,[[0.20554449]],,,,
1413,1413,[[0.11694133]],,,,
1414,1414,[[0.27327654]],,,,
1415,1415,[[0.33382332]],,,,
1416,1416,[[0.29320487]],,,,
1417,1417,[[0.3406051]],,,,
1418,1418,[[0.05812486]],,,,
1419,1419,[[0.12300726]],,,,
1420,1420,[[0.34000397]],,,,
1421,1421,[[0.12726179]],,,,
1422,1422,[[0.25178808]],,,,
1423,1423,[[0.3983032]],,,,
1424,1424,[[0.21098721]],,,,
1425,1425,[[0.3194905]],,,,
1426,1426,[[0.1827532]],,,,
1427,1427,[[0.24430597]],,,,
1428,1428,[[0.26669347]],,,,
1429,1429,[[0.03912565]],,,,
1430,1430,[[0.284867]],,,,
1431,1431,[[0.2691682]],,,,
1432,1432,[[0.3320132]],,,,
1433,1433,[[0.26605317]],,,,
1434,1434,[[0.17007007]],,,,
1435,1435,[[0.22949213]],,,,
1436,1436,[[0.20087168]],,,,
1437,1437,[[0.5111044]],,,,
1438,1438,[[0.13559386]],,,,
1439,1439,[[0.28705513]],,,,
1440,1440,[[0.21429938]],,,,
1441,1441,[[0.2870816]],,,,
1442,1442,[[0.18743399]],,,,
1443,1443,[[0.40099293]],,,,
1444,1444,[[0.45530605]],,,,
1445,1445,[[0.3756493]],,,,
1446,1446,[[0.3040069]],,,,
1447,1447,[[0.48043194]],,,,
1448,1448,[[0.1888445]],,,,
1449,1449,[[0.33745855]],,,,
1450,1450,[[0.15337327]],,,,
1451,1451,[[0.37130928]],,,,
1452,1452,[[0.26543757]],,,,
1453,1453,[[0.20006984]],,,,
1454,1454,[[0.31658727]],,,,
1455,1455,[[0.24371701]],,,,
1456,1456,[[0.21875608]],,,,
1457,1457,[[0.41315058]],,,,
1458,1458,[[0.03007153]],,,,
1459,1459,[[0.35515818]],,,,
1460,1460,[[0.1347447]],,,,
1461,1461,[[0.2706791]],,,,
1462,1462,[[0.02299577]],,,,
1463,1463,[[0.28443173]],,,,
1464,1464,[[0.37399483]],,,,
1465,1465,[[0.20479801]],,,,
1466,1466,[[0.32229042]],,,,
1467,1467,[[0.39543635]],,,,
1468,1468,[[0.30749005]],,,,
1469,1469,[[0.17603938]],,,,
1470,1470,[[0.4006946]],,,,
1471,1471,[[0.12870887]],,,,
1472,1472,[[0.07734372]],,,,
1473,1473,[[0.32977563]],,,,
1474,1474,[[0.35706896]],,,,
1475,1475,[[0.36010817]],,,,
1476,1476,[[0.09301586]],,,,
1477,1477,[[0.1279512]],,,,
1478,1478,[[0.11363029]],,,,
1479,1479,[[0.26123506]],,,,
1480,1480,[[0.19030714]],,,,
1481,1481,[[0.460033]],,,,
1482,1482,[[0.39733922]],,,,
1483,1483,[[0.23762122]],,,,
1484,1484,[[0.29663974]],,,,
1485,1485,[[0.2833799]],,,,
1486,1486,[[0.24006614]],,,,
1487,1487,[[0.26905438]],,,,
1488,1488,[[0.33720857]],,,,
1489,1489,[[0.47190732]],,,,
1490,1490,[[0.18042512]],,,,
1491,1491,[[0.19210741]],,,,
1492,1492,[[0.14475381]],,,,
1493,1493,[[0.36759323]],,,,
1494,1494,[[0.26747337]],,,,
1495,1495,[[0.27103913]],,,,
1496,1496,[[0.5214779]],,,,
1497,1497,[[0.02752553]],,,,
1498,1498,[[0.3129186]],,,,
1499,1499,[[0.1886132]],,,,
1500,1500,[[0.3266039]],,,,
1501,1501,[[0.20901711]],,,,
1502,1502,[[0.19004071]],,,,
1503,1503,[[0.07912761]],,,,
1504,1504,[[0.31240895]],,,,
1505,1505,[[0.00738705]],,,,
1506,1506,[[0.39144474]],,,,
1507,1507,[[0.21067873]],,,,
1508,1508,[[0.241706]],,,,
1509,1509,[[0.22445801]],,,,
1510,1510,[[0.3336457]],,,,
1511,1511,[[0.18178315]],,,,
1512,1512,[[0.34914112]],,,,
1513,1513,[[0.26363537]],,,,
1514,1514,[[0.00369658]],,,,
1515,1515,[[0.18722536]],,,,
1516,1516,[[0.26018143]],,,,
1517,1517,[[0.30187762]],,,,
1518,1518,[[0.5174359]],,,,
1519,1519,[[0.4194793]],,,,
1520,1520,[[0.2924507]],,,,
1521,1521,[[0.0877244]],,,,
1522,1522,[[0.6238407]],,,,
1523,1523,[[0.1992526]],,,,
1524,1524,[[0.32832587]],,,,
1525,1525,[[0.23628388]],,,,
1526,1526,[[0.66596687]],,,,
1527,1527,[[0.3127764]],,,,
1528,1528,[[0.2587473]],,,,
1529,1529,[[0.2314]],,,,
1530,1530,[[0.11292094]],,,,
1531,1531,[[0.35798627]],,,,
1532,1532,[[0.19149652]],,,,
1533,1533,[[0.16168538]],,,,
1534,1534,[[0.22113693]],,,,
1535,1535,[[0.19030735]],,,,
1536,1536,[[0.4489952]],,,,
1537,1537,[[0.13683428]],,,,
1538,1538,[[0.2935273]],,,,
1539,1539,[[0.3275654]],,,,
1540,1540,[[0.3958496]],,,,
1541,1541,[[0.28668457]],,,,
1542,1542,[[0.15167832]],,,,
1543,1543,[[0.29243696]],,,,
1544,1544,[[0.32821923]],,,,
1545,1545,[[0.25180456]],,,,
1546,1546,[[0.30795175]],,,,
1547,1547,[[0.3057248]],,,,
1548,1548,[[0.15644549]],,,,
1549,1549,[[0.3841647]],,,,
1550,1550,[[0.25244302]],,,,
1551,1551,[[0.21857558]],,,,
1552,1552,[[0.4103166]],,,,
1553,1553,[[0.20309305]],,,,
1554,1554,[[0.36454314]],,,,
1555,1555,[[0.5054119]],,,,
1556,1556,[[0.40762803]],,,,
1557,1557,[[0.28663987]],,,,
1558,1558,[[0.4072317]],,,,
1559,1559,[[0.3048021]],,,,
1560,1560,[[0.18692574]],,,,
1561,1561,[[0.40565178]],,,,
1562,1562,[[0.16304925]],,,,
1563,1563,[[0.34372357]],,,,
1564,1564,[[0.35026425]],,,,
1565,1565,[[0.37439474]],,,,
1566,1566,[[0.15993643]],,,,
1567,1567,[[0.19171652]],,,,
1568,1568,[[0.3321015]],,,,
1569,1569,[[0.343049]],,,,
1570,1570,[[0.42350855]],,,,
1571,1571,[[0.18009907]],,,,
1572,1572,[[0.364298]],,,,
1573,1573,[[0.10848521]],,,,
1574,1574,[[0.30028272]],,,,
1575,1575,[[0.30084223]],,,,
1576,1576,[[0.38943014]],,,,
